customer_id,monthly_spend,contract_length_months,support_tickets,feature_usage_score,days_since_last_login,price_sensitivity_score,competitor_engagement,churn
C005964,1987.16,24,1,0.469,2,0.516,0.362,0
C005965,735.63,24,6,0.772,44,0.167,0.097,0
C005966,1314.09,6,3,0.374,0,0.291,0.315,0
C005967,1770.62,12,0,0.331,48,0.079,0.476,0
C005968,871.63,12,5,0.625,7,0.114,0.497,0
C005969,414.14,12,1,0.525,2,0.034,0.236,0
C005970,1451.82,24,3,0.374,90,0.587,0.249,1
C005971,665.54,24,1,0.7,27,0.514,0.213,1
C005972,1151.35,24,3,0.505,15,0.453,0.347,0
C005973,118.75,24,5,0.832,10,0.373,0.498,0
C005974,951.07,12,4,0.516,5,0.413,0.376,0
C005975,399.07,12,3,0.087,18,0.507,0.34,0
C005976,2496.51,24,5,0.211,11,0.199,0.307,1
C005977,1094.96,12,3,0.655,14,0.527,0.17,0
C005978,805.84,6,3,0.427,12,0.497,0.018,0
C005979,981.47,12,3,0.368,20,0.687,0.258,0
C005980,299.24,6,5,0.596,51,0.504,0.319,0
C005981,2437.2,12,2,0.723,61,0.49,0.575,1
C005982,3271.8,12,1,0.257,36,0.026,0.195,0
C005983,910.81,6,3,0.76,6,0.439,0.28,0
C005984,2373.98,36,2,0.404,5,0.204,0.121,0
C005985,421.86,24,2,0.733,17,0.539,0.213,0
C005986,351.53,24,6,0.735,73,0.624,0.452,1
C005987,687.28,12,3,0.762,16,0.368,0.324,0
C005988,941.95,24,4,0.671,2,0.477,0.066,0
C005989,485.32,24,1,0.622,40,0.309,0.371,0
C005990,1022.71,12,4,0.666,27,0.274,0.491,1
C005991,849.89,36,1,0.848,5,0.497,0.263,0
C005992,299.27,6,0,0.565,19,0.213,0.11,0
C005993,1007.31,36,7,0.927,5,0.238,0.301,0
C005994,1327.19,12,2,0.797,11,0.152,0.346,0
C005995,762.94,12,2,0.524,5,0.355,0.54,0
C005996,1672.57,6,5,0.642,18,0.039,0.264,0
C005997,251.16,12,0,0.724,7,0.232,0.497,0
C005998,967.16,12,2,0.579,3,0.391,0.279,0
C005999,260.81,36,2,0.701,1,0.251,0.278,0
C006000,272.8,36,2,0.467,19,0.123,0.465,0
C006001,401.52,36,3,0.501,18,0.544,0.097,1
C006002,313.05,12,3,0.487,4,0.428,0.528,1
C006003,429.06,36,5,0.151,0,0.287,0.174,0
C006004,560.42,12,7,0.326,2,0.622,0.255,0
C006005,1299.49,24,2,0.835,7,0.714,0.48,0
C006006,514.44,6,5,0.512,14,0.324,0.133,1
C006007,187.07,12,4,0.813,43,0.251,0.16,0
C006008,1655.82,36,5,0.703,4,0.134,0.361,0
C006009,340.47,36,3,0.278,4,0.285,0.542,0
C006010,634.62,12,0,0.422,37,0.555,0.097,1
C006011,950.73,24,1,0.395,14,0.36,0.161,0
C006012,780.31,6,7,0.585,23,0.346,0.467,0
C006013,1596.14,24,0,0.729,8,0.422,0.358,0
C006014,975.75,12,1,0.813,36,0.658,0.299,0
C006015,333.94,3,4,0.399,11,0.819,0.137,0
C006016,3800.35,6,4,0.111,46,0.466,0.242,0
C006017,777.02,6,1,0.205,10,0.326,0.2,1
C006018,591.18,24,1,0.538,33,0.265,0.371,0
C006019,1438.19,6,2,0.469,1,0.552,0.12,1
C006020,812.05,12,2,0.89,22,0.737,0.402,1
C006021,915.42,12,7,0.85,3,0.18,0.507,0
C006022,4884.13,12,3,0.146,45,0.863,0.62,0
C006023,533.74,24,2,0.676,66,0.349,0.35,1
C006024,515.84,12,0,0.67,7,0.128,0.236,0
C006025,730.16,12,3,0.613,16,0.245,0.403,0
C006026,1567.46,12,0,0.545,10,0.603,0.185,0
C006027,199.29,12,2,0.261,18,0.212,0.106,0
C006028,138.04,24,2,0.914,8,0.397,0.271,0
C006029,415.84,12,2,0.263,34,0.723,0.343,1
C006030,179.98,6,2,0.085,0,0.764,0.543,1
C006031,473.49,24,3,0.4,27,0.324,0.051,0
C006032,994.26,12,6,0.215,0,0.332,0.024,1
C006033,326.16,24,3,0.406,65,0.443,0.392,1
C006034,212.41,12,1,0.791,0,0.105,0.366,0
C006035,703.08,24,1,0.428,31,0.296,0.069,1
C006036,1326.15,3,3,0.757,24,0.741,0.14,1
C006037,171.4,12,0,0.508,39,0.451,0.073,0
C006038,1282.01,12,5,0.565,2,0.494,0.227,0
C006039,1279.01,24,3,0.758,8,0.464,0.567,0
C006040,1426.91,36,4,0.268,1,0.388,0.14,0
C006041,1763.02,12,8,0.235,6,0.827,0.379,1
C006042,3872.33,24,0,0.657,18,0.235,0.392,0
C006043,500.26,12,2,0.715,70,0.544,0.173,0
C006044,726.08,36,1,0.549,5,0.217,0.094,0
C006045,476.68,24,2,0.472,8,0.425,0.401,0
C006046,666.19,3,3,0.943,10,0.653,0.237,0
C006047,2267.2,24,2,0.207,0,0.193,0.19,0
C006048,226.78,12,3,0.101,23,0.739,0.244,0
C006049,334.01,3,8,0.218,2,0.558,0.446,1
C006050,2001.69,6,1,0.429,42,0.39,0.071,1
C006051,1504.22,36,1,0.68,10,0.147,0.35,1
C006052,497.45,36,4,0.436,41,0.686,0.104,0
C006053,1317.54,24,2,0.528,26,0.7,0.265,0
C006054,873.91,36,3,0.807,30,0.272,0.177,0
C006055,2208.83,24,6,0.405,9,0.222,0.335,0
C006056,705.99,3,4,0.456,33,0.533,0.063,1
C006057,1510.97,6,2,0.534,16,0.361,0.147,0
C006058,5506.09,3,4,0.318,3,0.099,0.172,0
C006059,1073.29,3,3,0.069,44,0.742,0.242,1
C006060,691.91,6,1,0.557,10,0.318,0.434,0
C006061,1185.54,12,4,0.802,45,0.449,0.273,0
C006062,496.6,24,2,0.688,17,0.447,0.145,0
C006063,4493.44,24,0,0.449,1,0.122,0.309,0
C006064,768.21,12,3,0.284,30,0.361,0.357,0
C006065,534.67,36,5,0.698,0,0.084,0.386,0
C006066,340.85,12,5,0.113,2,0.579,0.185,0
C006067,1600.03,24,1,0.144,8,0.605,0.423,0
C006068,1331.09,12,5,0.721,19,0.393,0.377,0
C006069,446.8,6,3,0.685,11,0.186,0.053,0
C006070,1054.86,36,3,0.544,10,0.281,0.384,0
C006071,198.97,12,6,0.595,11,0.729,0.34,0
C006072,771.22,12,3,0.73,2,0.132,0.023,0
C006073,955.47,12,4,0.232,24,0.129,0.746,0
C006074,2606.76,12,3,0.688,4,0.46,0.34,0
C006075,359.01,36,3,0.385,11,0.131,0.258,0
C006076,239.2,3,1,0.802,70,0.612,0.306,1
C006077,324.95,24,4,0.285,52,0.185,0.137,1
C006078,228.32,3,2,0.662,29,0.524,0.327,1
C006079,1937.83,12,3,0.274,43,0.828,0.431,1
C006080,2295.97,6,4,0.688,23,0.273,0.441,0
C006081,859.35,24,2,0.741,34,0.544,0.517,0
C006082,1767.0,3,2,0.918,5,0.284,0.118,0
C006083,740.38,12,5,0.294,12,0.507,0.328,1
C006084,616.41,6,3,0.803,6,0.202,0.187,1
C006085,509.57,6,5,0.262,0,0.177,0.153,1
C006086,518.89,24,3,0.485,5,0.824,0.064,0
C006087,192.82,6,5,0.442,5,0.63,0.398,1
C006088,821.72,6,5,0.207,23,0.622,0.567,0
C006089,644.02,6,2,0.386,8,0.288,0.173,0
C006090,1207.48,12,2,0.081,4,0.284,0.341,0
C006091,716.82,12,3,0.695,0,0.449,0.664,0
C006092,583.96,3,2,0.738,10,0.375,0.514,0
C006093,331.31,6,3,0.24,29,0.531,0.225,1
C006094,704.67,12,2,0.26,19,0.611,0.287,1
C006095,1200.62,12,3,0.493,45,0.423,0.271,0
C006096,266.49,24,1,0.403,17,0.64,0.236,0
C006097,713.35,24,3,0.6,0,0.408,0.253,0
C006098,801.46,12,4,0.442,11,0.278,0.38,1
C006099,374.48,12,5,0.56,10,0.522,0.344,0
C006100,415.6,24,4,0.555,37,0.135,0.26,1
C006101,799.9,24,1,0.812,21,0.486,0.422,0
C006102,268.61,12,0,0.642,6,0.335,0.18,0
C006103,880.02,24,4,0.602,24,0.318,0.075,0
C006104,324.96,24,5,0.585,35,0.118,0.481,0
C006105,1556.64,12,3,0.676,1,0.471,0.156,0
C006106,4316.77,12,3,0.368,25,0.393,0.37,0
C006107,334.08,24,5,0.344,31,0.155,0.342,0
C006108,1019.8,6,3,0.779,8,0.508,0.181,0
C006109,371.89,24,4,0.831,60,0.526,0.272,0
C006110,1529.6,24,2,0.348,35,0.772,0.525,0
C006111,241.72,24,0,0.506,6,0.692,0.593,1
C006112,976.98,12,3,0.205,9,0.286,0.635,1
C006113,330.83,6,3,0.827,47,0.361,0.385,0
C006114,563.64,3,0,0.879,35,0.47,0.214,0
C006115,291.54,24,1,0.266,32,0.439,0.721,1
C006116,1284.19,24,6,0.789,70,0.299,0.319,0
C006117,340.5,12,1,0.306,1,0.42,0.247,0
C006118,1034.39,6,3,0.49,1,0.167,0.199,1
C006119,505.08,36,3,0.682,11,0.728,0.117,0
C006120,606.94,36,5,0.658,48,0.04,0.146,0
C006121,748.6,12,5,0.628,15,0.443,0.425,0
C006122,361.6,12,2,0.355,54,0.071,0.039,0
C006123,787.05,24,3,0.417,3,0.235,0.327,0
C006124,2262.59,24,3,0.674,26,0.562,0.237,0
C006125,356.92,36,4,0.799,7,0.622,0.507,0
C006126,1698.41,6,1,0.433,22,0.151,0.483,1
C006127,2204.99,12,2,0.408,11,0.633,0.114,1
C006128,346.22,12,7,0.301,7,0.314,0.14,0
C006129,207.67,24,3,0.769,38,0.165,0.268,0
C006130,846.89,24,2,0.394,9,0.44,0.196,1
C006131,429.26,36,3,0.447,5,0.111,0.236,0
C006132,2965.74,12,1,0.769,3,0.672,0.216,0
C006133,683.92,24,3,0.108,3,0.424,0.487,1
C006134,350.11,12,2,0.14,14,0.105,0.291,0
C006135,265.67,12,2,0.532,1,0.149,0.526,0
C006136,1590.69,6,1,0.334,1,0.316,0.312,0
C006137,421.18,24,2,0.531,12,0.423,0.112,1
C006138,688.88,36,0,0.758,24,0.766,0.399,0
C006139,1428.87,6,5,0.445,23,0.127,0.09,1
C006140,451.51,3,2,0.145,45,0.469,0.377,1
C006141,641.15,24,4,0.564,14,0.299,0.297,0
C006142,656.38,12,3,0.303,4,0.459,0.197,0
C006143,1149.01,36,4,0.318,32,0.72,0.111,0
C006144,1066.99,6,4,0.667,3,0.283,0.252,0
C006145,557.75,3,1,0.555,22,0.481,0.325,1
C006146,699.89,12,3,0.255,24,0.095,0.407,0
C006147,494.02,3,4,0.583,4,0.322,0.18,0
C006148,203.96,6,3,0.365,1,0.914,0.149,0
C006149,817.36,6,1,0.584,4,0.779,0.493,0
C006150,3022.24,6,2,0.756,31,0.397,0.434,0
C006151,328.0,6,3,0.69,35,0.121,0.275,0
C006152,358.37,36,5,0.576,6,0.582,0.351,0
C006153,331.43,6,3,0.345,14,0.159,0.149,0
C006154,1187.58,12,4,0.756,1,0.245,0.346,0
C006155,952.21,24,6,0.564,4,0.202,0.462,1
C006156,585.91,12,4,0.501,16,0.692,0.589,0
C006157,319.13,12,4,0.336,5,0.338,0.181,0
C006158,716.16,24,2,0.749,1,0.503,0.438,1
C006159,190.24,24,2,0.706,44,0.329,0.158,1
C006160,746.01,24,1,0.625,5,0.545,0.154,1
C006161,1335.71,12,2,0.278,29,0.819,0.14,1
C006162,244.46,24,5,0.631,10,0.464,0.144,1
C006163,195.19,12,2,0.737,24,0.172,0.432,0
C006164,2353.24,6,3,0.441,8,0.43,0.366,0
C006165,407.72,24,4,0.872,18,0.268,0.605,0
C006166,1650.38,12,1,0.12,21,0.509,0.307,1
C006167,588.04,36,1,0.386,2,0.586,0.254,0
C006168,584.31,3,3,0.492,43,0.206,0.022,1
C006169,944.57,12,5,0.302,8,0.682,0.161,0
C006170,327.93,36,2,0.257,30,0.107,0.192,0
C006171,739.52,6,3,0.394,16,0.307,0.39,0
C006172,490.2,36,7,0.692,4,0.475,0.273,0
C006173,231.27,36,3,0.48,8,0.865,0.02,0
C006174,871.3,24,4,0.66,1,0.189,0.158,0
C006175,538.81,12,3,0.259,6,0.885,0.249,0
C006176,586.62,12,0,0.363,4,0.512,0.77,0
C006177,252.62,24,5,0.234,6,0.155,0.189,0
C006178,2375.87,24,7,0.243,32,0.126,0.221,0
C006179,1341.27,12,2,0.187,1,0.391,0.534,0
C006180,1438.45,36,3,0.939,19,0.293,0.138,0
C006181,520.94,12,4,0.382,8,0.47,0.251,0
C006182,166.78,36,1,0.656,13,0.271,0.244,0
C006183,3172.69,3,6,0.625,4,0.487,0.083,0
C006184,633.41,6,3,0.541,61,0.338,0.15,0
C006185,365.39,12,4,0.469,21,0.376,0.423,0
C006186,928.38,12,2,0.843,4,0.695,0.096,0
C006187,1692.05,24,2,0.419,13,0.455,0.374,1
C006188,652.99,6,6,0.742,3,0.295,0.258,0
C006189,1849.85,36,5,0.322,48,0.628,0.311,1
C006190,1581.93,12,5,0.35,12,0.31,0.208,0
C006191,281.15,12,3,0.695,1,0.304,0.359,0
C006192,387.99,6,2,0.306,3,0.573,0.167,1
C006193,1430.86,12,1,0.818,13,0.475,0.046,0
C006194,75.94,3,2,0.355,4,0.417,0.213,0
C006195,590.18,6,3,0.482,24,0.702,0.307,0
C006196,211.73,24,2,0.588,11,0.588,0.309,0
C006197,454.3,6,7,0.353,16,0.339,0.089,0
C006198,523.71,6,2,0.251,19,0.398,0.233,0
C006199,499.4,24,3,0.456,59,0.195,0.033,0
C006200,427.6,3,2,0.276,54,0.246,0.09,1
C006201,276.52,12,2,0.236,9,0.281,0.634,1
C006202,4161.08,3,2,0.643,45,0.708,0.307,0
C006203,2963.04,12,3,0.552,102,0.539,0.33,1
C006204,262.53,12,2,0.773,42,0.551,0.172,0
C006205,2358.29,3,5,0.473,1,0.19,0.434,1
C006206,483.2,24,2,0.421,7,0.752,0.683,0
C006207,737.56,36,3,0.088,2,0.328,0.102,0
C006208,632.31,6,5,0.699,23,0.22,0.143,1
C006209,392.37,36,2,0.527,8,0.369,0.213,0
C006210,1461.3,6,5,0.289,4,0.241,0.096,0
C006211,735.62,3,4,0.365,4,0.423,0.356,1
C006212,454.3,3,7,0.585,9,0.239,0.152,0
C006213,234.24,12,3,0.725,18,0.541,0.268,0
C006214,325.42,12,4,0.301,22,0.223,0.188,0
C006215,178.91,12,2,0.466,0,0.313,0.431,0
C006216,671.68,24,4,0.752,79,0.565,0.234,0
C006217,255.36,24,1,0.205,0,0.584,0.172,0
C006218,537.83,12,4,0.371,78,0.707,0.301,1
C006219,1990.38,24,2,0.659,6,0.521,0.247,0
C006220,1736.17,36,2,0.525,44,0.14,0.097,0
C006221,648.19,3,1,0.814,42,0.323,0.125,0
C006222,620.38,12,5,0.654,13,0.513,0.202,1
C006223,2992.61,12,3,0.888,27,0.231,0.113,0
C006224,1008.89,12,3,0.43,21,0.709,0.474,1
C006225,511.71,12,2,0.464,34,0.208,0.707,0
C006226,212.55,12,2,0.67,16,0.123,0.218,0
C006227,911.51,12,1,0.43,8,0.367,0.365,0
C006228,1291.37,12,3,0.223,10,0.259,0.218,0
C006229,401.29,12,2,0.517,3,0.345,0.352,0
C006230,839.63,6,1,0.378,6,0.679,0.16,0
C006231,497.27,12,0,0.772,68,0.114,0.137,0
C006232,574.08,12,1,0.395,11,0.558,0.393,0
C006233,90.9,12,2,0.267,25,0.682,0.183,1
C006234,557.01,36,3,0.77,7,0.217,0.29,0
C006235,1444.47,12,1,0.173,25,0.561,0.537,0
C006236,401.37,3,3,0.283,12,0.832,0.444,0
C006237,693.69,12,4,0.12,31,0.302,0.109,0
C006238,363.3,24,7,0.371,10,0.393,0.166,0
C006239,887.45,24,6,0.437,66,0.414,0.14,1
C006240,559.35,12,3,0.472,4,0.359,0.459,0
C006241,313.75,6,4,0.498,14,0.282,0.158,0
C006242,1931.48,12,2,0.367,3,0.2,0.111,0
C006243,1398.49,12,5,0.106,6,0.217,0.353,0
C006244,409.97,36,4,0.286,14,0.081,0.1,0
C006245,990.52,12,4,0.337,3,0.36,0.136,1
C006246,1022.42,12,5,0.647,2,0.659,0.243,0
C006247,1111.92,12,6,0.535,37,0.337,0.121,0
C006248,171.5,12,2,0.066,9,0.532,0.216,0
C006249,1488.14,24,3,0.344,24,0.287,0.333,0
C006250,421.68,12,1,0.777,13,0.293,0.18,0
C006251,499.56,36,3,0.362,27,0.177,0.041,1
C006252,5487.92,12,0,0.97,6,0.176,0.279,0
C006253,846.83,3,3,0.423,2,0.511,0.584,0
C006254,488.31,12,1,0.549,14,0.601,0.362,1
C006255,113.95,3,1,0.401,20,0.228,0.087,0
C006256,2021.94,6,4,0.714,59,0.079,0.372,0
C006257,226.75,12,6,0.087,29,0.391,0.144,0
C006258,298.05,24,4,0.377,41,0.426,0.104,0
C006259,510.26,12,4,0.472,26,0.509,0.168,0
C006260,2065.5,3,2,0.178,105,0.207,0.132,1
C006261,1234.71,12,1,0.921,26,0.232,0.238,1
C006262,586.24,12,6,0.135,21,0.476,0.157,0
C006263,851.19,36,2,0.251,7,0.243,0.167,1
C006264,411.45,12,1,0.607,5,0.679,0.59,0
C006265,743.76,24,0,0.83,6,0.276,0.379,0
C006266,705.33,6,6,0.727,0,0.501,0.248,0
C006267,1443.77,24,1,0.563,5,0.432,0.168,0
C006268,1441.94,24,3,0.586,6,0.459,0.326,0
C006269,987.51,36,2,0.609,1,0.38,0.422,0
C006270,497.76,3,1,0.544,0,0.421,0.399,1
C006271,1204.06,12,2,0.593,13,0.781,0.127,0
C006272,617.96,12,3,0.863,3,0.377,0.406,1
C006273,279.91,3,3,0.798,5,0.159,0.212,0
C006274,481.72,12,2,0.928,79,0.302,0.168,1
C006275,711.68,36,4,0.51,3,0.274,0.343,1
C006276,1377.7,12,0,0.219,1,0.076,0.123,1
C006277,574.31,36,1,0.719,34,0.41,0.249,0
C006278,252.81,3,2,0.552,6,0.632,0.123,0
C006279,696.03,24,3,0.614,14,0.206,0.128,0
C006280,728.34,12,2,0.788,35,0.204,0.693,1
C006281,771.76,12,3,0.37,14,0.496,0.405,1
C006282,1388.39,36,4,0.534,44,0.19,0.411,1
C006283,1502.88,6,1,0.694,21,0.15,0.057,0
C006284,413.49,24,5,0.764,19,0.579,0.124,0
C006285,406.3,12,6,0.413,28,0.485,0.333,1
C006286,289.41,6,4,0.58,4,0.443,0.312,0
C006287,1163.34,36,5,0.719,3,0.295,0.348,1
C006288,2119.76,12,1,0.875,36,0.233,0.542,0
C006289,516.94,24,8,0.989,46,0.435,0.265,1
C006290,548.32,12,4,0.778,3,0.745,0.755,1
C006291,2150.44,24,3,0.617,15,0.184,0.611,0
C006292,996.7,12,4,0.501,3,0.426,0.209,0
C006293,942.93,6,3,0.17,0,0.206,0.256,0
C006294,256.54,12,4,0.093,13,0.06,0.649,0
C006295,1144.8,6,7,0.939,18,0.131,0.299,1
C006296,316.3,12,3,0.478,12,0.319,0.237,0
C006297,268.48,6,4,0.658,30,0.401,0.043,0
C006298,504.0,3,6,0.546,5,0.03,0.202,0
C006299,416.28,6,6,0.277,50,0.885,0.324,1
C006300,557.09,12,6,0.774,16,0.186,0.155,0
C006301,210.02,12,3,0.668,15,0.601,0.382,0
C006302,1432.32,12,2,0.456,12,0.334,0.459,1
C006303,1639.5,6,3,0.205,4,0.559,0.159,0
C006304,140.07,12,4,0.075,6,0.612,0.282,1
C006305,1455.01,24,4,0.45,16,0.672,0.458,0
C006306,347.78,12,3,0.363,27,0.081,0.461,0
C006307,1320.26,24,1,0.182,3,0.606,0.099,0
C006308,629.7,12,3,0.327,14,0.24,0.029,0
C006309,680.63,24,6,0.661,0,0.759,0.289,0
C006310,573.59,6,5,0.127,4,0.117,0.278,0
C006311,1754.09,3,2,0.466,32,0.338,0.287,0
C006312,246.74,24,4,0.26,6,0.608,0.186,0
C006313,1081.68,24,0,0.647,6,0.576,0.584,0
C006314,1605.3,6,7,0.543,15,0.573,0.223,1
C006315,1179.77,12,4,0.496,9,0.418,0.364,1
C006316,4271.67,12,2,0.677,36,0.348,0.25,0
C006317,435.65,12,0,0.256,12,0.367,0.175,0
C006318,1430.59,24,2,0.899,38,0.73,0.384,0
C006319,611.02,6,1,0.68,0,0.28,0.461,0
C006320,1784.2,12,3,0.356,33,0.506,0.709,0
C006321,661.06,3,5,0.47,0,0.267,0.201,0
C006322,487.7,12,2,0.406,40,0.389,0.283,0
C006323,1890.99,3,4,0.891,60,0.2,0.512,0
C006324,448.88,24,3,0.519,43,0.318,0.143,0
C006325,214.82,12,3,0.693,44,0.305,0.164,0
C006326,439.89,24,7,0.212,16,0.933,0.134,0
C006327,1091.41,3,4,0.42,58,0.217,0.665,1
C006328,2025.62,6,3,0.626,2,0.508,0.492,1
C006329,726.98,6,2,0.199,2,0.507,0.178,0
C006330,1909.43,12,3,0.648,6,0.471,0.103,0
C006331,224.41,24,2,0.243,15,0.366,0.318,0
C006332,466.56,12,1,0.334,3,0.291,0.563,0
C006333,528.02,6,4,0.366,42,0.372,0.448,0
C006334,606.89,3,2,0.384,6,0.22,0.216,0
C006335,711.43,3,3,0.625,49,0.221,0.346,0
C006336,1156.01,24,1,0.3,6,0.36,0.078,0
C006337,465.99,12,1,0.624,2,0.56,0.407,0
C006338,743.39,24,2,0.503,27,0.16,0.176,1
C006339,641.56,12,1,0.782,1,0.498,0.109,0
C006340,317.12,6,3,0.568,30,0.595,0.242,0
C006341,607.33,6,0,0.575,54,0.262,0.102,0
C006342,592.93,24,4,0.182,5,0.557,0.555,0
C006343,582.85,24,6,0.372,33,0.478,0.592,0
C006344,682.26,12,5,0.787,50,0.06,0.404,0
C006345,706.65,3,2,0.526,7,0.089,0.187,1
C006346,470.67,3,4,0.238,30,0.885,0.07,0
C006347,1841.2,6,0,0.189,2,0.253,0.443,0
C006348,260.97,3,1,0.537,40,0.477,0.531,1
C006349,373.61,6,2,0.779,12,0.073,0.174,0
C006350,6148.55,12,5,0.46,5,0.613,0.39,0
C006351,289.92,6,2,0.595,14,0.043,0.164,0
C006352,225.2,6,3,0.721,5,0.211,0.057,0
C006353,1197.01,24,5,0.258,31,0.378,0.03,1
C006354,126.26,12,2,0.648,7,0.088,0.418,0
C006355,551.03,36,1,0.815,1,0.288,0.363,0
C006356,3702.12,12,1,0.836,0,0.551,0.354,0
C006357,193.26,12,3,0.321,6,0.524,0.225,0
C006358,136.24,6,3,0.25,15,0.677,0.18,1
C006359,200.47,12,5,0.302,20,0.655,0.16,1
C006360,1364.7,6,1,0.516,14,0.175,0.253,1
C006361,1635.69,3,2,0.684,23,0.137,0.288,0
C006362,441.39,36,3,0.324,22,0.468,0.169,0
C006363,1148.91,12,0,0.514,17,0.516,0.1,0
C006364,2022.73,36,5,0.747,22,0.618,0.313,0
C006365,2779.09,12,2,0.7,39,0.676,0.333,0
C006366,546.17,12,5,0.349,0,0.514,0.211,0
C006367,105.51,12,2,0.821,35,0.133,0.337,0
C006368,344.91,24,5,0.433,8,0.246,0.085,0
C006369,472.75,12,4,0.077,7,0.249,0.087,0
C006370,540.69,36,3,0.505,39,0.311,0.449,0
C006371,572.33,3,2,0.864,18,0.1,0.311,1
C006372,1628.01,24,2,0.738,1,0.266,0.168,0
C006373,1843.72,12,4,0.564,4,0.222,0.263,0
C006374,579.79,6,3,0.438,54,0.093,0.624,0
C006375,1601.65,12,5,0.585,10,0.056,0.317,0
C006376,885.48,12,1,0.689,6,0.574,0.191,0
C006377,700.37,6,3,0.251,4,0.367,0.113,0
C006378,1373.66,6,1,0.522,16,0.376,0.26,0
C006379,704.72,12,3,0.366,68,0.648,0.252,1
C006380,3450.41,12,4,0.518,2,0.348,0.31,0
C006381,210.45,12,5,0.379,5,0.205,0.274,0
C006382,440.48,6,7,0.584,13,0.527,0.109,0
C006383,601.11,3,2,0.949,4,0.479,0.149,0
C006384,945.36,36,4,0.593,150,0.501,0.538,1
C006385,1834.21,36,0,0.646,10,0.641,0.375,0
C006386,652.28,12,3,0.234,11,0.317,0.284,0
C006387,213.2,36,1,0.687,4,0.595,0.238,0
C006388,1305.07,12,2,0.64,31,0.279,0.156,1
C006389,1216.78,3,2,0.283,12,0.394,0.049,0
C006390,140.68,6,3,0.698,20,0.525,0.419,0
C006391,663.12,36,1,0.765,3,0.39,0.332,0
C006392,186.4,12,1,0.428,2,0.352,0.213,1
C006393,390.83,24,3,0.113,16,0.376,0.274,0
C006394,323.03,24,1,0.481,3,0.281,0.476,0
C006395,1270.81,12,2,0.665,14,0.649,0.388,1
C006396,730.31,3,4,0.687,142,0.553,0.657,1
C006397,237.82,6,1,0.177,11,0.564,0.307,0
C006398,1344.87,3,1,0.06,0,0.119,0.202,0
C006399,211.23,6,3,0.495,20,0.551,0.139,1
C006400,866.18,12,2,0.403,5,0.911,0.277,0
C006401,346.81,6,1,0.31,56,0.628,0.129,1
C006402,496.44,6,1,0.458,5,0.272,0.335,0
C006403,995.67,12,1,0.311,53,0.603,0.459,0
C006404,1009.45,12,2,0.952,0,0.581,0.243,0
C006405,1938.32,12,1,0.654,76,0.878,0.641,0
C006406,622.78,12,4,0.404,6,0.175,0.141,0
C006407,849.94,12,1,0.16,30,0.36,0.12,0
C006408,468.63,36,4,0.341,12,0.276,0.115,1
C006409,769.39,6,5,0.879,9,0.629,0.37,0
C006410,945.38,3,3,0.676,63,0.484,0.188,1
C006411,614.83,24,5,0.577,56,0.603,0.339,1
C006412,157.12,12,1,0.456,18,0.17,0.085,0
C006413,867.12,24,5,0.572,56,0.108,0.129,0
C006414,890.38,6,3,0.231,31,0.175,0.158,0
C006415,386.01,24,3,0.473,9,0.865,0.214,1
C006416,238.05,36,4,0.506,45,0.101,0.543,0
C006417,2166.14,12,2,0.135,8,0.569,0.204,0
C006418,985.51,6,3,0.456,58,0.028,0.043,0
C006419,553.76,24,2,0.615,14,0.446,0.233,0
C006420,267.84,24,4,0.553,26,0.311,0.307,0
C006421,344.66,24,3,0.73,20,0.387,0.493,0
C006422,1885.73,3,1,0.179,26,0.516,0.207,1
C006423,742.58,24,3,0.936,3,0.269,0.28,0
C006424,428.17,6,4,0.411,44,0.519,0.152,1
C006425,1000.0,6,0,0.367,34,0.369,0.137,0
C006426,346.71,12,3,0.494,19,0.676,0.324,1
C006427,2209.84,6,2,0.773,4,0.409,0.249,0
C006428,1963.02,12,3,0.167,17,0.083,0.277,0
C006429,457.94,12,1,0.154,11,0.217,0.329,0
C006430,402.25,6,1,0.204,0,0.571,0.205,1
C006431,81.9,12,4,0.291,51,0.5,0.575,0
C006432,203.31,36,3,0.752,29,0.566,0.378,0
C006433,227.79,6,5,0.513,45,0.288,0.289,1
C006434,741.11,12,2,0.209,18,0.163,0.308,1
C006435,512.35,12,3,0.728,8,0.683,0.402,1
C006436,226.72,12,2,0.583,11,0.451,0.239,0
C006437,531.16,6,1,0.641,35,0.47,0.311,0
C006438,996.52,12,3,0.194,4,0.271,0.46,1
C006439,1014.62,3,1,0.393,3,0.501,0.034,0
C006440,145.51,36,2,0.839,2,0.529,0.255,0
C006441,600.28,12,3,0.651,2,0.212,0.35,0
C006442,219.93,12,3,0.279,13,0.283,0.171,0
C006443,1368.38,12,2,0.741,26,0.401,0.492,1
C006444,1245.53,12,4,0.798,44,0.618,0.391,1
C006445,324.27,12,1,0.684,16,0.414,0.283,0
C006446,360.38,12,2,0.896,13,0.491,0.534,0
C006447,459.89,12,4,0.242,9,0.086,0.088,0
C006448,109.7,6,1,0.7,7,0.448,0.164,0
C006449,870.24,6,3,0.769,0,0.681,0.396,0
C006450,534.71,12,4,0.54,26,0.547,0.325,0
C006451,1445.4,24,4,0.057,1,0.91,0.169,0
C006452,276.24,6,3,0.613,28,0.127,0.464,1
C006453,405.33,3,2,0.663,25,0.578,0.024,0
C006454,199.29,6,3,0.219,87,0.327,0.104,0
C006455,297.84,36,1,0.377,0,0.165,0.35,1
